,AC-mean,AC-10_moving_average,AC-se,AC-upper,AC-lower,HRS-mean,HRS-10_moving_average,HRS-se,HRS-upper,HRS-lower,RRS-mean,RRS-10_moving_average,RRS-se,RRS-upper,RRS-lower,NRSmean,NRS-10_moving,NRS-se,NRS-upper,NRS-lower,,,,,,,,,
94,4151.76,4054.677,409.9648973,4464.6418973,3644.7121027,2720.98,2920.739,348.4213817,3269.1603817,2572.3176183,4086.15,4155.788,412.7365599,4568.5245599,3743.0514401,3660.48039215686,3762.70882352941,386.235157926428,4148.94398145584,3376.47366560298,,,,,,,,,
95,4362.82,4022.387,407.257111,4429.644111,3615.129889,2755.93,2927.026,365.3683011,3292.3943011,2561.6576989,4228.35,4103.329,419.0039485,4522.3329485,3684.3250515,4166.75490196078,3792.10196078431,392.029469856197,4184.13143064051,3400.07249092811,,,,,,,,,
96,3893.71,3970.329,402.6747264,4373.0037264,3567.6542736,2781.65,2935.774,356.8680029,3292.6420029,2578.9059971,4265.83,4071.334,411.4818293,4482.8158293,3659.8521707,3708.14705882352,3779.14411764705,393.502808971433,4172.64692661848,3385.64130867562,,,,,,,,,
97,4008.05,3960.719,411.9942765,4372.7132765,3548.7247235,3078.73,2903.783,380.0240795,3283.8070795,2523.7589205,4356.97,4062.286,414.4674835,4476.7534835,3647.8185165,3680.74509803921,3790.56274509803,388.420018859484,4178.98276395751,3402.14272623855,,,,,,,,,
98,4232.37,3934.845,398.202906,4333.047906,3536.642094,2998.42,2877.556,377.0634037,3254.6194037,2500.4925963,4297.61,3986.952,404.008089,4390.960089,3582.943911,3695.81372549019,3817.20784313725,385.999081841282,4203.20692497853,3431.20876129597,,,,,,,,,
99,3828,3872.599,375.2002196,4247.7992196,3497.3987804,2972.34,2863.386,350.908171,3214.294171,2512.477829,3821.5,3906.281,389.2424965,4295.5234965,3517.0385035,3970.8725490196,3796.48921568627,395.369096596527,4191.8583122828,3401.12011908974,,,,,,,,,
100,3841.62,3877.072,406.7111616,4283.7831616,3470.3608384,2923.52,2855.487,362.3347462,3217.8217462,2493.1522538,4111.16,3878.507,381.2974214,4259.8044214,3497.2095786,3848.59803921568,3761.49117647058,395.663223754782,4157.15440022536,3365.8279527158,,,,,,,,,
101,4062.51,3892.609,407.6733669,4300.2823669,3484.9356331,3049.34,2813.295,368.0241167,3181.3191167,2445.2708833,4408.23,3845.796,423.1968256,4268.9928256,3422.5991744,3689.59803921568,3771.71568627451,390.010592000165,4161.72627827468,3381.70509427435,,,,,,,,,
102,3855.71,3841.922,412.1188577,4254.0408577,3429.8031423,3036.22,2802.455,380.4822032,3182.9372032,2421.9727968,3978.8,3750.014,393.1897588,4143.2037588,3356.8242412,3188.75490196078,3730.61960784313,360.085905006415,4090.70551284955,3370.53370283672,,,,,,,,,
103,4310.22,3761.215,411.1535532,4172.3685532,3350.0614468,2890.26,2776.036,368.2069444,3144.2429444,2407.8290556,4003.28,3685.172,411.652555,4096.824555,3273.519445,4017.32352941176,3804.93529411764,398.443474361179,4203.37876847882,3406.49181975646,,,,,,,,,
104,3828.86,3699.665,412.0182057,4111.6832057,3287.6467943,2783.85,2745.577,351.8899085,3097.4669085,2393.6870915,3561.56,3669.618,387.2006982,4056.8186982,3282.4173018,3954.41176470588,3804.55,382.198614997271,4186.74861499727,3422.35138500273,,,,,,,,,
105,3842.24,3721.007,408.0458384,4129.0528384,3312.9611616,2843.41,2781.141,365.9551429,3147.0961429,2415.1858571,3908.4,3694.715,406.6508928,4101.3658928,3288.0641072,4037.17647058823,3756.05294117647,384.852211385334,4140.9051525618,3371.20072979114,,,,,,,,,
106,3797.61,3727.282,397.1729928,4124.4549928,3330.1090072,2461.74,2722.639,344.2084094,3066.8474094,2378.4305906,4175.35,3680.128,410.0991213,4090.2271213,3270.0288787,3822.33333333333,3735.78235294117,381.524230215725,4117.3065831569,3354.25812272545,,,,,,,,,
107,3749.31,3715.381,393.6497747,4109.0307747,3321.7312253,2816.46,2728.461,362.5534207,3091.0144207,2365.9075793,3603.63,3569.097,403.1814854,3972.2784854,3165.9155146,3947.19607843137,3709.36666666666,365.009049631383,4074.37571629804,3344.35761703528,,,,,,,,,
108,3609.91,3704.226,384.3470583,4088.5730583,3319.8789417,2856.72,2736.037,379.8990203,3115.9360203,2356.1379797,3490.9,3586.825,377.3791331,3964.2041331,3209.4458669,3488.62745098039,3663.69117647058,390.174990789313,4053.86616725989,3273.51618568127,,,,,,,,,
109,3872.73,3720.11,391.3393282,4111.4493282,3328.7706718,2893.35,2738.409,367.0328591,3105.4418591,2371.3761409,3543.76,3643.676,398.1451301,4041.8211301,3245.5308699,3620.89215686274,3720.50784313725,378.222836962058,4098.73068009931,3342.28500617519,,,,,,,,,
110,3996.99,3707.149,387.8673834,4095.0163834,3319.2816166,2501.6,2724.331,354.0688114,3078.3998114,2370.2621886,3784.05,3658.683,403.225747,4061.908747,3255.457253,3950.8431372549,3791.35980392156,397.136772001435,4188.496575923,3394.22303192013,,,,,,,,,
111,3555.64,3655.602,393.9861293,4049.5881293,3261.6158707,2940.94,2719.626,365.7144755,3085.3404755,2353.9115245,3450.41,3624.454,381.6480659,4006.1020659,3242.8059341,3278.63725490196,3772.55686274509,362.644590948675,4135.20145369377,3409.91227179642,,,,,,,,,
112,3048.64,3702.34,353.5936158,4055.9336158,3348.7463842,2772.03,2678.597,365.1584022,3043.7554022,2313.4385978,3330.38,3620.959,384.8115718,4005.7705718,3236.1474282,3931.91176470588,3840.3656862745,398.965809135902,4239.3314954104,3441.3998771386,,,,,,,,,
113,3694.72,3712.558,403.9344615,4116.4924615,3308.6235385,2585.67,2690.451,344.6123054,3035.0633054,2345.8386946,3847.74,3656.529,410.271006,4066.800006,3246.257994,4013.47058823529,3854.21078431372,396.733886336718,4250.94467065044,3457.476897977,,,,,,,,,
114,4042.28,3707.419,400.2819394,4107.7009394,3307.1370606,3139.49,2666.685,381.8516677,3048.5366677,2284.8333323,3812.53,3593.38,397.0253978,3990.4053978,3196.3546022,3469.44117647058,3811.76666666666,351.400157729438,4163.1668243961,3460.36650893722,,,,,,,,,
115,3904.99,3692.362,404.0443638,4096.4063638,3288.3176362,2258.39,2592.271,323.2808132,2915.5518132,2268.9901868,3762.53,3572.669,414.7729163,3987.4419163,3157.8960837,3834.47058823529,3861.89803921568,381.592641946756,4243.49068116244,3480.30539726892,,,,,,,,,
116,3678.6,3642.055,394.1152057,4036.1702057,3247.9397943,2519.96,2621.392,345.5558884,2966.9478884,2275.8361116,3065.04,3552.435,379.6801548,3932.1151548,3172.7548452,3558.17647058823,3873.33725490195,372.839224279107,4246.17647918106,3500.49803062284,,,,,,,,,
117,3637.76,3677.855,389.7305808,4067.5855808,3288.1244192,2892.22,2652.234,368.3396654,3020.5736654,2283.8943346,3780.91,3614.623,403.2287676,4017.8517676,3211.3942324,3490.44117647058,3924.58333333333,374.803799391057,4299.38713272439,3549.77953394227,,,,,,,,,
118,3768.75,3671.317,393.6227898,4064.9397898,3277.6942102,2880.44,2623.744,365.9578056,2989.7018056,2257.7861944,4059.41,3606.225,411.4735129,4017.6985129,3194.7514871,4056.79411764705,3939.81862745097,382.413341216812,4322.23196866778,3557.40528623416,,,,,,,,,
119,3743.12,3678.464,406.9325847,4085.3965847,3271.5314153,2752.57,2607.901,368.8474843,2976.7484843,2239.0535157,3693.83,3549.252,410.9314413,3960.1834413,3138.3205587,4329.41176470588,3924.23921568627,393.855542625628,4318.0947583119,3530.38367306064,,,,,,,,,
120,3481.52,3662.694,384.3261905,4047.0201905,3278.3678095,2454.55,2627.491,350.2019952,2977.6929952,2277.2890048,3441.76,3532.872,374.7807714,3907.6527714,3158.0912286,3762.81372549019,3861.84803921568,383.170423416874,4245.01846263255,3478.67761579881,,,,,,,,,
121,4023.02,3689.987,400.8051377,4090.7921377,3289.1818623,2530.65,2653.776,344.9759427,2998.7519427,2308.8000573,3415.46,3541.072,387.6758766,3928.7478766,3153.3961234,3956.72549019607,3838.66666666666,382.882051236344,4221.548717903,3455.78461543032,,,,,,,,,
122,3150.82,3600.447,375.6990981,3976.1460981,3224.7479019,2890.57,2665.025,362.581245,3027.606245,2302.443755,3686.08,3560.582,403.9268445,3964.5088445,3156.6551555,4070.36274509803,3827.01666666666,372.682397896502,4199.69906456316,3454.33426877016,,,,,,,,,
123,3643.33,3622.9,368.4464813,3991.3464813,3254.4535187,2348.01,2685.332,330.5192286,3015.8512286,2354.8127714,3216.25,3564.312,373.0735084,3937.3855084,3191.2384916,3589.0294117647,3727.15882352941,369.814615396469,4096.97343892588,3357.34420813294,,,,,,,,,
124,3891.71,3679.219,375.3410213,4054.5600213,3303.8779787,2395.35,2743.958,345.1988416,3089.1568416,2398.7591584,3605.42,3587.482,392.8377386,3980.3197386,3194.6442614,3970.75490196078,3768.47450980392,390.780034124583,4159.2545439285,3377.69447567934,,,,,,,,,
125,3401.92,3673.865,397.0943504,4070.9593504,3276.7706496,2549.6,2788.336,339.4326905,3127.7686905,2448.9033095,3560.19,3577.578,385.1006169,3962.6786169,3192.4773831,3948.86274509803,3767.62647058823,395.585300919509,4163.21177150774,3372.04116966872,,,,,,,,,
126,4036.6,3635.839,411.9385969,4047.7775969,3223.9004031,2828.38,2814.828,352.0880733,3166.9160733,2462.7399267,3686.92,3628.054,404.1905001,4032.2445001,3223.8634999,4070.63725490196,3732.04509803921,387.960013265996,4120.00511130521,3344.08508477321,,,,,,,,,
127,3572.38,3556.339,399.5708925,3955.9098925,3156.7681075,2607.32,2854.361,357.0312252,3211.3922252,2497.3297748,3696.93,3574.903,384.8185178,3959.7215178,3190.0844822,3642.79411764705,3685.77647058823,352.362872168535,4038.13934275677,3333.4135984197,,,,,,,,,
128,3840.22,3528.346,382.91995,3911.26595,3145.42605,2722.01,2895.852,355.3469711,3251.1989711,2540.5050289,3489.68,3542.086,386.666158,3928.752158,3155.419842,3901,3638.96176470588,382.082876217119,4021.044640923,3256.87888848876,,,,,,,,,
129,3585.42,3503.53,383.8345503,3887.3645503,3119.6954497,2948.47,2909.09,383.5228469,3292.6128469,2525.5671531,3530.03,3529.853,388.6421461,3918.4951461,3141.2108539,3705.5,3638.04803921568,386.452320662864,4024.50035987854,3251.59571855282,,,,,,,,,
130,3754.45,3503.943,399.2943965,3903.2373965,3104.6486035,2717.4,2900.901,346.7424208,3247.6434208,2554.1585792,3523.76,3548.206,398.7102031,3946.9162031,3149.4957969,3531,3642.63529411764,372.154764038794,4014.79005815643,3270.48053007885,,,,,,,,,
131,3127.62,3451.774,368.1166306,3819.8906306,3083.6573694,2643.14,2892.552,348.0974835,3240.6494835,2544.4545165,3610.56,3533.421,387.3961209,3920.8171209,3146.0248791,3840.22549019607,3694.9862745098,384.101377886368,4079.08765239617,3310.88489662343,,,,,,,,,
132,3375.35,3435.867,384.4715002,3820.3385002,3051.3954998,3093.64,2928.621,381.0747508,3309.6957508,2547.5462492,3723.38,3541.534,387.4645689,3928.9985689,3154.0694311,3071.78431372549,3698.01176470588,348.788437330243,4046.80020203612,3349.22332737564,,,,,,,,,
133,4206.52,3433.561,426.887977,3860.448977,3006.673023,2934.27,2918.102,372.1673478,3290.2693478,2545.9346522,3447.95,3506.258,368.1234066,3874.3814066,3138.1345934,4002.1862745098,3702.45196078431,367.118546321391,4069.5705071057,3335.33341446292,,,,,,,,,
134,3838.17,3368.258,412.5878161,3780.8458161,2955.6701839,2839.13,2901.827,359.7151322,3261.5421322,2542.1118678,3506.38,3515.499,382.016703,3897.515703,3133.482297,3962.27450980392,3691.75490196078,383.932433941882,4075.68733590266,3307.8224680189,,,,,,,,,
135,3021.66,3266.091,358.8463393,3624.9373393,2907.2446607,2814.52,2931.88,361.8921855,3293.7721855,2569.9878145,4064.95,3544.563,405.409259,3949.972259,3139.153741,3593.04901960784,3652.02156862744,375.786376144044,4027.80794477148,3276.2351924834,,,,,,,,,
136,3241.6,3298.378,365.1956788,3663.5736788,2933.1823212,3223.71,2922.155,391.2260191,3313.3810191,2530.9289809,3155.41,3450.071,364.8022141,3814.8732141,3085.2687859,3607.95098039215,3622.45588235293,382.973661407771,4005.4295437607,3239.48222094516,,,,,,,,,
137,3292.45,3339.584,385.8252123,3725.4092123,2953.7587877,3022.23,2885.227,378.0197267,3263.2467267,2507.2072733,3368.76,3482.682,388.4052333,3871.0872333,3094.2767667,3174.64705882352,3562.85098039215,368.439420819924,3931.29040121207,3194.41155957223,,,,,,,,,
138,3592.06,3295.287,402.7624657,3698.0494657,2892.5245343,2854.39,2855.73,371.3789221,3227.1089221,2484.3510779,3367.35,3500.343,369.6177435,3869.9607435,3130.7252565,3891.86274509803,3591.6656862745,386.075920395148,3977.74160666965,3205.58976587935,,,,,,,,,
139,3589.55,3271.459,394.382609,3665.841609,2877.076391,2866.58,2842.438,382.5570269,3224.9950269,2459.8809731,3713.56,3541.327,402.7351475,3944.0621475,3138.5918525,3751.3725490196,3576.93921568627,386.805423667828,3963.7446393541,3190.13379201844,,,,,,,,,
140,3232.76,3290.021,378.0899303,3668.1109303,2911.9310697,2633.91,2868.761,366.6753731,3235.4363731,2502.0856269,3375.91,3538.794,377.780522,3916.574522,3161.013478,4054.50980392156,3526.05294117646,390.270396840397,3916.32333801686,3135.78254433606,,,,,,,,,
141,2968.55,3336.252,372.7832205,3709.0352205,2963.4687795,3003.83,2900.633,375.2186115,3275.8516115,2525.4143885,3691.69,3559.718,396.1441101,3955.8621101,3163.5738899,3870.48039215686,3461.64509803921,379.644224205233,3841.28932224444,3082.00087383398,,,,,,,,,
142,3352.29,3374.433,373.1281746,3747.5611746,3001.3048254,2988.45,2895.355,377.9360923,3273.2910923,2517.4189077,3370.62,3533.537,391.8168268,3925.3538268,3141.7201732,3116.1862745098,3382.21470588235,350.97408054638,3733.18878642873,3031.24062533597,,,,,,,,,
143,3553.49,3364.412,387.6909012,3752.1029012,2976.7210988,2771.52,2876.793,368.2563253,3245.0493253,2508.5366747,3540.36,3539.792,389.5956372,3929.3876372,3150.1963628,3895.2156862745,3415.82450980392,392.776420057152,3808.60092986107,3023.04808974677,,,,,,,,,
144,2816.5,3338.347,365.4342063,3703.7812063,2972.9127937,3139.66,2849.772,387.8463395,3237.6183395,2461.9256605,3797.02,3559.694,383.7021944,3943.3961944,3175.9918056,3564.94117647058,3403.68333333333,364.135835287425,3767.81916862076,3039.54749804591,,,,,,,,,
145,3344.53,3401.601,385.3444564,3786.9454564,3016.2565436,2717.27,2819.388,358.4798407,3177.8678407,2460.9081593,3120.03,3521.113,372.1673834,3893.2803834,3148.9456166,3297.39215686274,3410.33529411764,361.254632479716,3771.58992659736,3049.08066163792,,,,,,,,,
146,3653.66,3432.716,389.6810945,3822.3970945,3043.0349055,2854.43,2810.234,368.3816913,3178.6156913,2441.8523087,3481.52,3576.974,384.3104933,3961.2844933,3192.6635067,3011.90196078431,3428.30882352941,344.423927300915,3772.73275083033,3083.8848962285,,,,,,,,,
147,2849.48,3402.997,346.208468,3749.205468,3056.788532,2727.26,2805.603,368.2189725,3173.8219725,2437.3840275,3545.37,3610.723,371.4791808,3982.2021808,3239.2438192,3462.79411764705,3491.40294117647,340.687115625491,3832.09005680196,3150.71582555098,,,,,,,,,
148,3353.78,3429.424,375.1028469,3804.5268469,3054.3211531,2721.47,2827.761,364.1439414,3191.9049414,2463.6170586,3777.19,3617.491,394.8614402,4012.3524402,3222.6295598,3744.59803921568,3504.81666666666,381.103387112409,3885.92005377907,3123.71327955425,,,,,,,,,
149,3775.17,3470.972,388.1808251,3859.1528251,3082.7911749,3129.81,2854.449,384.8883263,3239.3373263,2469.5606737,3688.23,3615.433,412.7098184,4028.1428184,3202.7231816,3242.50980392156,3496.91078431372,375.443025948532,3872.35381026225,3121.46775836519,,,,,,,,,
150,3695.07,3467.443,380.990096,3848.433096,3086.452904,2952.63,2834.998,360.9705912,3195.9685912,2474.0274088,3585.15,3595.559,399.6752593,3995.2342593,3195.8837407,3410.43137254901,3568.78823529411,376.48049121723,3945.26872651134,3192.30774407688,,,,,,,,,
151,3350.36,3433.244,386.9826377,3820.2266377,3046.2613623,2951.05,2828.023,378.9199083,3206.9429083,2449.1030917,3429.88,3606.562,398.0967418,4004.6587418,3208.4652582,3076.17647058823,3642.40490196078,358.579573507292,4000.98447546807,3283.82532845349,,,,,,,,,
152,3252.08,3418.694,385.9162167,3804.6102167,3032.7777833,2802.83,2792.946,366.0401637,3158.9861637,2426.9058363,3433.17,3671.889,376.4872941,4048.3762941,3295.4017059,3452.28431372549,3714.97647058823,381.377073257465,4096.3535438457,3333.59939733077,,,,,,,,,
153,3292.84,3434.867,374.3845624,3809.2515624,3060.4824376,2501.31,2802.924,365.3542417,3168.2782417,2437.5697583,3739.38,3690.279,397.9903245,4088.2693245,3292.2886755,3773.80392156862,3752.70784313725,386.078501588143,4138.78634472539,3366.62934154911,,,,,,,,,
154,3449.04,3443.256,399.5404095,3842.7964095,3043.7155905,2835.82,2812.57,365.5338855,3178.1038855,2447.0361145,3411.21,3673.098,389.1595139,4062.2575139,3283.9384861,3631.46078431372,3757.78333333333,371.774426341328,4129.55775967466,3386.008906992,,,,,,,,,
155,3655.68,3486.977,391.0756614,3878.0526614,3095.9013386,2625.73,2805.449,363.8978004,3169.3468004,2441.5511996,3678.64,3675.096,384.4136646,4059.5096646,3290.6823354,3477.12745098039,3735.09411764706,377.834807816339,4112.9289254634,3357.25930983072,,,,,,,,,
156,3356.47,3395.18,363.9419757,3759.1219757,3031.2380243,2808.12,2824.629,368.3646444,3192.9936444,2456.2643556,3819.01,3677.21,399.9450949,4077.1550949,3277.2649051,3642.8431372549,3756.9225490196,357.366676017042,4114.28922503664,3399.55587300256,,,,,,,,,
157,3113.75,3408.777,368.7632686,3777.5402686,3040.0137314,2948.84,2834.279,382.9740688,3217.2530688,2451.3049312,3613.05,3631.149,380.1604983,4011.3094983,3250.9885017,3596.93137254901,3783.45490196078,382.913411556286,4166.36831351707,3400.54149040449,,,,,,,,,
158,3769.26,3393.503,405.3120126,3798.8150126,2988.1909874,2988.35,2821.874,374.3023065,3196.1763065,2447.5716935,3756.61,3656.433,405.5984075,4062.0314075,3250.8345925,3665.53921568627,3776.20392156862,373.72604460372,4149.92996617234,3402.4778769649,,,,,,,,,
159,3739.88,3345.926,390.0565414,3735.9825414,2955.8694586,2935.3,2789.514,380.9001784,3170.4141784,2408.6138216,3489.49,3663.672,386.8031653,4050.4751653,3276.8688347,3961.28431372549,3761.83725490196,389.305078976634,4151.14233387859,3372.53217592533,,,,,,,,,
160,3353.08,3316.755,376.2380408,3692.9930408,2940.5169592,2882.88,2794.98,369.2416342,3164.2216342,2425.7383658,3695.18,3726.538,400.9210068,4127.4590068,3325.6169932,4146.59803921568,3771.49901960784,398.027934559494,4169.52695416733,3373.47108504835,,,,,,,,,
161,3204.86,3290.798,375.1436805,3665.9416805,2915.6543195,2600.28,2799.008,355.7499007,3154.7579007,2443.2580993,4083.15,3754.825,413.7495615,4168.5745615,3341.0754385,3801.89215686274,3744.37352941176,392.067230420155,4136.44075983192,3352.30629899161,,,,,,,,,
162,3413.81,3327.932,393.3073286,3721.2393286,2934.6246714,2902.61,2851.122,374.5341645,3225.6561645,2476.5878355,3617.07,3719.274,389.9087638,4109.1827638,3329.3652362,3829.59803921568,3714.57745098039,373.315387003725,4087.89283798412,3341.26206397667,,,,,,,,,
163,3376.73,3332.848,390.4592987,3723.3072987,2942.3887013,2597.77,2867.21,359.4299931,3226.6399931,2507.7800069,3567.57,3703.209,392.1401893,4095.3491893,3311.0688107,3824.55882352941,3722.2294117647,386.713595015839,4108.94300678054,3335.51581674886,,,,,,,,,
164,3886.25,3312.361,400.0638635,3712.4248635,2912.2971365,2764.61,2883.899,362.6317666,3246.5307666,2521.2672334,3431.19,3738.529,392.087988,4130.616988,3346.441012,3404.56862745098,3692.54803921568,355.437213779334,4047.98525299501,3337.11082543635,,,,,,,,,
165,2737.71,3296.696,348.9243948,3645.6203948,2947.7716052,2817.53,2899.46,369.9473867,3269.4073867,2529.5126133,3699.78,3747.392,384.8761368,4132.2681368,3362.5158632,3695.41176470588,3704.75098039215,381.476250670513,4086.22723106266,3323.27472972164,,,,,,,,,
166,3492.44,3409.455,392.4277134,3801.8827134,3017.0272866,2904.62,2922.527,376.7345712,3299.2615712,2545.7924288,3358.4,3750.789,360.1670401,4110.9560401,3390.6219599,3908.16666666666,3692.98823529411,390.824159761145,4083.81239505526,3302.16407553297,,,,,,,,,
167,2961.01,3446.905,363.1081796,3810.0131796,3083.7968204,2824.79,2918.118,355.4824202,3273.6004202,2562.6355798,3865.89,3775.993,405.8842936,4181.8772936,3370.1087064,3524.42156862745,3685.78823529411,363.769456788882,4049.55769208299,3322.01877850523,,,,,,,,,
168,3293.49,3494.74,382.5286276,3877.2686276,3112.2113724,2664.75,2899.379,355.2735916,3254.6525916,2544.1054084,3829,3771.662,388.9816014,4160.6436014,3382.6803986,3521.8725490196,3682.34117647058,383.682654304394,4066.02383077497,3298.65852216619,,,,,,,,,
169,3448.17,3522.301,388.753515,3911.054515,3133.547485,2989.96,2904.702,372.0886545,3276.7906545,2532.6133455,4118.15,3773.638,410.6026881,4184.2406881,3363.0353119,4057.90196078431,3686.96078431372,410.854972515785,4097.81575682951,3276.10581179794,,,,,,,,,
170,3093.51,3488.222,388.3759814,3876.5979814,3099.8460186,2923.16,2859.415,366.1601032,3225.5751032,2493.2548968,3978.05,3744.491,408.7820997,4153.2730997,3335.7089003,3875.3431372549,3659.66470588235,379.397460462762,4039.06216634511,3280.26724541959,,,,,,,,,
171,3576.2,3550.348,401.0195559,3951.3675559,3149.3284441,3121.42,2817.89,390.9574622,3208.8474622,2426.9325378,3727.64,3686.647,400.3286733,4086.9756733,3286.3183267,3503.93137254901,3658.14117647058,372.51939465798,4030.66057112856,3285.6217818126,,,,,,,,,
172,3462.97,3561.091,391.302005,3952.393005,3169.788995,3063.49,2785.488,389.4430252,3174.9310252,2396.0449748,3456.42,3703.065,382.3592379,4085.4242379,3320.7057621,3906.11764705882,3659.85882352941,386.543071836599,4046.40189536601,3273.31575169281,,,,,,,,,
173,3171.86,3569.001,387.9740512,3956.9750512,3181.0269488,2764.66,2741.082,376.9579094,3118.0399094,2364.1240906,3920.77,3682.792,400.6938549,4083.4858549,3282.0981451,3527.74509803921,3651.81274509803,378.905029110731,4030.71777420876,3272.9077159873,,,,,,,,,
174,3729.6,3594.177,406.9035262,4001.0805262,3187.2734738,2920.22,2734.155,379.6654168,3113.8204168,2354.4895832,3519.82,3710.919,407.9023801,4118.8213801,3303.0166199,3526.59803921568,3695.62450980392,368.551320950706,4064.17583075463,3327.07318885321,,,,,,,,,
175,3865.3,3567.739,413.4838581,3981.2228581,3154.2551419,3048.2,2700.228,384.3440092,3084.5720092,2315.8839908,3733.75,3727.573,412.8370907,4140.4100907,3314.7359093,3577.78431372549,3731.42352941176,359.686379162122,4091.10990857388,3371.73715024964,,,,,,,,,
176,3866.94,3560.053,397.1853217,3957.2383217,3162.8676783,2860.53,2644.466,375.129932,3019.595932,2269.336068,3610.44,3732.593,385.3766818,4117.9696818,3347.2163182,3836.16666666666,3733.64509803921,387.18238141594,4120.82747945515,3346.46271662327,,,,,,,,,
177,3439.36,3523.144,398.3001721,3921.4441721,3124.8438279,2637.4,2626.223,370.1354333,2996.3584333,2256.0875667,3822.58,3745.081,409.8795482,4154.9605482,3335.2014518,3489.95098039215,3707.4931372549,388.113050267641,4095.60618752254,3319.38008698726,,,,,,,,,
178,3569.1,3568.305,368.8338131,3937.1388131,3199.4711869,2717.98,2644.632,364.6528708,3009.2848708,2279.9791292,3848.76,3783.629,424.1907371,4207.8197371,3359.4382629,3568.06862745098,3726.26274509803,373.243397847666,4099.5061429457,3353.01934725036,,,,,,,,,
179,3107.38,3574.667,380.7110946,3955.3780946,3193.9559054,2537.09,2659.354,352.4020471,3011.7560471,2306.9519529,3826.68,3805.886,408.1184828,4214.0044828,3397.7675172,3784.94117647058,3751.22745098039,365.049276409025,4116.27672738942,3386.17817457137,,,,,,,,,
180,3714.77,3646.224,417.1985465,4063.4225465,3229.0254535,2507.91,2678.647,354.3768001,3033.0238001,2324.2701999,3399.61,3884.222,383.9365346,4268.1585346,3500.2854654,3860.10784313725,3736.85882352941,385.313252507655,4122.17207603707,3351.54557102176,,,,,,,,,
181,3683.63,3630.725,408.918585,4039.643585,3221.806415,2797.4,2693.998,385.0911001,3079.0891001,2308.9068999,3891.82,3959.491,409.0855767,4368.5765767,3550.4054233,3521.10784313725,3695.65784313725,362.051479913329,4057.70932305058,3333.60636322392,,,,,,,,,
182,3542.07,3638.801,396.7066249,4035.5076249,3242.0943751,2619.43,2706.672,346.9593726,3053.6313726,2359.7126274,3253.69,3963.145,367.326152,4330.471152,3595.818848,3825.65686274509,3712.1225490196,389.709215054216,4101.83176407382,3322.41333396538,,,,,,,,,
183,3423.62,3651.927,390.0616012,4041.9886012,3261.8653988,2695.39,2712.442,358.9944893,3071.4364893,2353.4475107,4202.04,4111.436,408.8568135,4520.2928135,3702.5791865,3965.86274509803,3694.1294117647,381.16200928733,4075.29142105203,3312.96740247737,,,,,,,,,
184,3465.22,3672.159,403.1387356,4075.2977356,3269.0202644,2580.95,2726.037,352.72556,3078.76256,2373.31144,3686.36,4113.961,408.0944691,4522.0554691,3705.8665309,3884.58823529411,3639.7725490196,382.998919713263,4022.77146873286,3256.77362930634,,,,,,,,,
185,3788.44,3702.402,412.6478846,4115.0498846,3289.7541154,2490.58,2762.641,354.3299234,3116.9709234,2408.3110766,3783.95,4178.673,407.8549223,4586.5279223,3770.8180777,3600,3632.54999999999,386.462955923879,4019.01295592387,3246.08704407611,,,,,,,,,
186,3497.85,3721.564,390.610745,4112.174745,3330.953255,2678.1,2784.949,364.5681581,3149.5171581,2420.3808419,3735.32,4177.681,387.9095425,4565.5905425,3789.7714575,3574.64705882352,3673.69803921568,379.37988710566,4053.07792632134,3294.31815211002,,,,,,,,,
187,3890.97,3694.995,408.2828614,4103.2778614,3286.7121386,2821.49,2759.256,376.4474977,3135.7034977,2382.8085023,4208.06,4230.616,419.2557448,4649.8717448,3811.3602552,3677.64705882352,3711.66470588235,383.126920668388,4094.79162655074,3328.53778521396,,,,,,,,,
188,3632.72,3659.311,383.8812093,4043.1922093,3275.4297907,2865.2,2747.436,374.4525609,3121.8885609,2372.9834391,4071.33,4198.585,413.5380096,4612.1230096,3785.0469904,3817.7156862745,3715.60588235294,392.893838479992,4108.49972083293,3322.71204387295,,,,,,,,,
189,3822.95,3675.252,412.0785552,4087.3305552,3263.1734448,2730.02,2731.867,359.4569485,3091.3239485,2372.4100515,4610.04,4187.615,428.2350899,4615.8500899,3759.3799101,3641.25490196078,3693.15196078431,378.799393003228,4071.95135378754,3314.35256778108,,,,,,,,,
190,3559.78,3624.888,389.6088699,4014.4968699,3235.2791301,2661.42,2717.927,379.9754193,3097.9024193,2337.9515807,4152.3,4174.018,430.8524466,4604.8704466,3743.1655534,3448.09803921568,3662.44803921568,375.623812941195,4038.07185215688,3286.82422627449,,,,,,,,,
191,3764.39,3632.122222,415.0950823,4047.2173043,3217.0271397,2924.14,2724.205556,385.9136567,3110.1192127,2338.2918993,3928.36,4176.431111,424.3607134,4600.7918244,3752.0703976,3685.75490196078,3686.26470588235,371.688529062615,4057.95323494497,3314.57617681974,,,,,,,,,
192,3673.33,3554.492222,389.5734935,3944.0657155,3164.9187285,2677.13,2699.21375,366.4357198,3065.6494698,2332.7780302,4736.6,4207.44,432.6073772,4640.0473772,3774.8326228,3645.72549019607,3686.32843137254,368.042031536456,4054.370462909,3318.28639983608,,,,,,,,,
