HRS-mean,HRS-se,HRS-upper,HRS-lower,RRS-mean,RRS-se,RRS-upper,RRS-lower,SARSA-mean,SARSA-se,SARSA-upper,SARSA-lower,NRS-mean,NRS-se,NRS-upper,NRS-lower,,,
65.6039999999999,1.88887136116227,67.4928713611622,63.7151286388376,95.0309999999999,2.42140356699048,97.4524035669904,92.6095964330094,211.889999999999,16.547146569604,228.437146569603,195.342853430395,354.481000000001,10.5681190748296,365.049119074831,343.912880925171,,,
68.5000000000001,1.97932355155029,70.4793235515504,66.5206764484498,89.76,2.02950370418121,91.7895037041812,87.7304962958188,232.72,16.7460659031404,249.46606590314,215.97393409686,311.944999999999,9.37371636724375,321.318716367243,302.571283632755,,,
60.285,1.71672622276352,62.0017262227635,58.5682737772365,86.2550000000001,2.09068432240161,88.3456843224017,84.1643156775985,200.61,17.1154894405003,217.7254894405,183.4945105595,312.939,9.98329622331634,322.922296223316,302.955703776684,,,
61.919,1.67935603005309,63.5983560300531,60.2396439699469,81.3599999999998,1.96331429042907,83.3233142904289,79.3966857095707,212.709999999999,17.4644128490372,230.174412849036,195.245587150962,283.887,9.67153652993409,293.558536529934,274.215463470066,,,
54.6509999999999,1.49017711256978,56.1411771125697,53.1608228874301,81.959,2.12614011551233,84.0851401155123,79.8328598844877,174.43,12.8672888450606,187.297288845061,161.562711154939,285.181,9.45993078883398,294.640930788834,275.721069211166,,,
52.301,1.56532828877895,53.866328288779,50.7356717112211,78.3650000000001,1.87650660858203,80.2415066085821,76.4884933914181,176.06,13.0410991356812,189.101099135681,163.018900864319,271.739999999999,9.30602807638997,281.046028076389,262.433971923609,,,
50.337,1.37005126600118,51.7070512660012,48.9669487339988,77.0219999999998,1.95062103916635,78.9726210391662,75.0713789608335,206.56,18.2621556031243,224.822155603124,188.297844396876,264.693,9.23420637187181,273.927206371872,255.458793628128,,,
47.019,1.19639709336198,48.215397093362,45.822602906638,69.8710000000001,1.7054122052424,71.5764122052425,68.1655877947577,168.439999999999,11.6391044120736,180.079104412073,156.800895587925,266.838999999999,9.11867936668421,275.957679366683,257.720320633315,,,
46.8509999999999,1.35464159571927,48.2056415957192,45.4963584042806,70.696,1.76878494571391,72.4647849457139,68.9272150542861,147.369999999999,12.095367299136,159.465367299135,135.274632700863,279.438999999999,9.90910453227896,289.348104532278,269.52989546772,,,
43.097,1.11251304544094,44.2095130454409,41.9844869545591,66.682,1.65411576831096,68.336115768311,65.027884231689,155.85,12.3064438651488,168.156443865149,143.543556134851,238.74,8.90554721346034,247.64554721346,229.83445278654,,,
39.521,0.999354926574771,40.5203549265748,38.5216450734252,61.223,1.58523696879906,62.8082369687991,59.6377630312009,163.27,14.3329235670814,177.602923567081,148.937076432919,245.802,9.14190752902636,254.943907529026,236.660092470974,,,
40.9009999999999,1.10219146477598,42.0031914647759,39.7988085352239,59.519,1.55137435888356,61.0703743588836,57.9676256411164,163.359999999999,14.5222401366269,177.882240136626,148.837759863372,230.509,8.75947465977928,239.268474659779,221.749525340221,,,
38.6789999999999,1.00749441884508,39.686494418845,37.6715055811548,61.381,1.65736317435005,63.0383631743501,59.72363682565,137.699999999999,11.0122475435124,148.712247543511,126.687752456487,216.907,8.77896318169437,225.685963181694,208.128036818306,,,
35.5699999999999,1.0328426133075,36.6028426133074,34.5371573866924,54.699,1.43564601433587,56.1346460143359,53.2633539856641,149.08,14.4528958337005,163.532895833701,134.6271041663,218.252,9.14790099359349,227.399900993593,209.104099006407,,,
35.391,1.06216020604394,36.4531602060439,34.3288397939561,52.295,1.52144232942355,53.8164423294236,50.7735576705765,125.879999999999,10.2599769625826,136.139976962582,115.620023037416,184.332,8.18095396538714,192.512953965387,176.151046034613,,,
32.6669999999999,0.790820781535558,33.4578207815355,31.8761792184643,49.568,1.2452598315404,50.8132598315404,48.3227401684596,129.289999999999,10.4623161678454,139.752316167844,118.827683832154,191.327,8.3947489468644,199.721748946864,182.932251053136,,,
31.6929999999999,0.753315495151424,32.4463154951513,30.9396845048485,47.8610000000001,1.26856096657823,49.1295609665783,46.5924390334219,116.189999999999,11.3925608813095,127.582560881309,104.79743911869,171.647,7.9206333600176,179.567633360018,163.726366639982,,,
30.823,0.767168963931164,31.5901689639312,30.0558310360688,44.816,1.09521579683715,45.9112157968372,43.7207842031629,138.289999999999,15.3267528369597,153.616752836959,122.963247163039,165.86,7.66571428997817,173.525714289978,158.194285710022,,,
30.057,0.768174357058892,30.8251743570589,29.2888256429411,43.229,1.10998406458093,44.3389840645809,42.1190159354191,106.71,13.1583080104156,119.868308010416,93.5516919895844,139.651999999999,6.71452036110397,146.366520361103,132.937479638895,,,
27.6409999999999,0.56442421430489,28.2054242143048,27.076575785695,42.775,1.18623249092347,43.9612324909235,41.5887675090765,130.03,14.5164793502857,144.546479350286,115.513520649714,139.893,7.10799515659276,147.000995156593,132.785004843407,,,
27.2889999999999,0.542929324361147,27.831929324361,26.7460706756388,41.104,0.991414184932858,42.0954141849329,40.1125858150671,113.46,13.5185500686869,126.978550068687,99.9414499313131,146.722999999999,7.84966314452298,154.572663144522,138.873336855476,,,
25.418,0.497234872588917,25.9152348725889,24.9207651274111,39.874,1.08117207559992,40.9551720755999,38.7928279244001,92.47,9.17002643662955,101.64002643663,83.2999735633705,115.539999999999,6.01644296789938,121.556442967898,109.5235570321,,,
25.1749999999999,0.462357166213685,25.6373571662136,24.7126428337862,37.296,0.908892991760014,38.20489299176,36.38710700824,81.56,11.084271502786,92.644271502786,70.475728497214,122.594999999999,6.70879175871943,129.303791758718,115.88620824128,,,
24.297,0.412168258935197,24.7091682589352,23.8848317410648,35.55,0.944587606178347,36.4945876061783,34.6054123938217,81.9199999999999,9.48924622609162,91.4092462260915,72.4307537739083,107.962,6.04686109358277,114.008861093583,101.915138906417,,,
23.635,0.388170647333684,24.0231706473337,23.2468293526663,33.5959999999999,0.744700854950069,34.34070085495,32.8512991450498,89.24,8.69415361439554,97.9341536143955,80.5458463856045,109.273999999999,6.35285965134991,115.626859651349,102.921140348649,,,
23.876,0.45241275545822,24.3284127554582,23.4235872445418,33.261,0.787408973718162,34.0484089737182,32.4735910262818,74.9299999999999,7.02706535295834,81.9570653529582,67.9029346470416,96.8929999999998,6.03617088143716,102.929170881437,90.8568291185626,,,
23.0959999999999,0.336811855827889,23.4328118558278,22.759188144172,31.2969999999999,0.789497369911452,32.0864973699114,30.5075026300884,71.7899999999999,6.84488004484248,78.6348800448424,64.9451199551574,79.115,4.53910268976459,83.6541026897646,74.5758973102354,,,
22.769,0.318230906591281,23.0872309065913,22.4507690934087,29.776,0.577161103106349,30.3531611031063,29.1988388968937,75.0699999999999,8.5907073943508,83.6607073943507,66.4792926056491,80.672,4.9315588497643,85.6035588497643,75.7404411502357,,,
22.2919999999999,0.293193960883744,22.5851939608836,21.9988060391162,29.017,0.575798797545857,29.5927987975459,28.4412012024541,63.4899999999999,6.96145948647395,70.4514594864739,56.528540513526,82.5939999999999,5.19636443750506,87.790364437505,77.3976355624948,,,
21.6019999999999,0.230817834824071,21.832817834824,21.3711821651758,28.003,0.545892837459868,28.5488928374599,27.4571071625401,54.24,5.72047748236653,59.9604774823665,48.5195225176335,73.926,4.73990265735501,78.665902657355,69.186097342645,,,
21.152,0.21577176240985,21.3677717624099,20.9362282375902,26.9719999999999,0.51006409536585,27.4820640953658,26.4619359046341,57.3099999999999,5.70374137356925,63.0137413735692,51.6062586264307,71.5769999999999,4.97099858156265,76.5479985815626,66.6060014184373,,,
20.787,0.175295063705053,20.9622950637051,20.6117049362949,27.134,0.565117157235027,27.699117157235,26.568882842765,47.19,3.62169933326968,50.8116993332697,43.5683006667303,67.451,4.73662889112628,72.1876288911263,62.7143711088737,,,
20.791,0.250803152335092,21.0418031523351,20.5401968476649,25.7249999999999,0.426679540674767,26.1516795406747,25.2983204593251,41.1899999999999,3.87060131574599,45.0606013157459,37.3193986842539,63.7399999999999,4.91212289660502,68.6521228966049,58.8278771033949,,,
20.421,0.152430292245318,20.5734302922453,20.2685697077547,25.07,0.400706458228045,25.470706458228,24.669293541772,39.09,3.35815290138655,42.4481529013866,35.7318470986135,54.6249999999999,3.84092398676048,58.4659239867604,50.7840760132394,,,
20.3939999999999,0.148899076340103,20.54289907634,20.2451009236598,24.0749999999999,0.331939088627055,24.406939088627,23.7430609113728,37.4199999999999,2.49010891814845,39.9101089181484,34.9298910818515,54.086,4.00675313373243,58.0927531337324,50.0792468662676,,,
20.17,0.149021163957696,20.3190211639577,20.0209788360423,23.986,0.358726202678988,24.344726202679,23.627273797321,36.0799999999999,3.21692745056867,39.2969274505686,32.8630725494312,54.366,4.33136060940771,58.6973606094077,50.0346393905923,,,
20.181,0.171445713369078,20.3524457133691,20.0095542866309,22.9689999999999,0.311195889885908,23.2801958898858,22.657804110114,31.6299999999999,1.6614861912265,33.2914861912264,29.9685138087734,46.973,3.60047075542361,50.5734707554236,43.3725292445764,,,
19.812,0.101483766952912,19.9134837669529,19.7105162330471,22.529,0.237106259677759,22.7661062596778,22.2918937403222,31.48,1.77868865553624,33.2586886555362,29.7013113444638,51.18,4.10381931046347,55.2838193104635,47.0761806895365,,,
19.8569999999999,0.114654684582435,19.9716546845823,19.7423453154175,22.2089999999999,0.247589619369672,22.4565896193696,21.9614103806302,32.81,2.93022200696483,35.7402220069648,29.8797779930352,42.0099999999999,2.97104308231923,44.9810430823191,39.0389569176807,,,
19.549,0.0630203980515053,19.6120203980515,19.4859796019485,21.674,0.19077242494165,21.8647724249417,21.4832275750584,31.5599999999999,2.15464356423258,33.7146435642325,29.4053564357673,36.4739999999999,2.33551320825765,38.8095132082576,34.1384867917423,,,
19.515,0.0639363970118864,19.5789363970119,19.4510636029881,21.4569999999999,0.215723637294775,21.6727236372947,21.2412763627051,30.6299999999999,1.86312732639061,32.4931273263905,28.7668726736093,39.422,3.17276414949935,42.5947641494994,36.2492358505007,,,
19.7339999999999,0.1167170376032,19.8507170376031,19.6172829623967,21.3859999999999,0.207644215233946,21.5936442152338,21.178355784766,27.92,1.4084650288075,29.3284650288075,26.5115349711925,34.4789999999999,2.43441326132744,36.9134132613273,32.0445867386725,,,
19.381,0.0509355812122847,19.4319355812123,19.3300644187877,21.032,0.187963577073605,21.2199635770736,20.8440364229264,28.19,1.71043706388015,29.9004370638802,26.4795629361199,30.746,1.76746015496796,32.513460154968,28.978539845032,,,
19.3679999999999,0.0486306584465127,19.4166306584464,19.3193693415534,20.3979999999999,0.115995909630691,20.5139959096306,20.2820040903692,29.13,2.40200484444292,31.5320048444429,26.7279951555571,32.252,2.47559266743441,34.7275926674344,29.7764073325656,,,
19.398,0.0551419680156253,19.4531419680156,19.3428580319844,20.565,0.142161826750309,20.7071618267503,20.4228381732497,26.94,1.62199652504952,28.5619965250495,25.3180034749505,32.0420000000001,2.31411437948977,34.3561143794899,29.7278856205103,,,
19.332,0.0574724201602736,19.3894724201603,19.2745275798397,20.4459999999999,0.14617952131695,20.5921795213169,20.299820478683,23.6799999999999,0.833015697040072,24.51301569704,22.8469843029598,28.9129999999999,2.07381149700861,30.9868114970085,26.8391885029913,,,
19.3409999999999,0.0483845022714939,19.3893845022714,19.2926154977284,20.2609999999999,0.152899500513433,20.4138995005133,20.1081004994865,25.16,1.62522539229411,26.7852253922941,23.5347746077059,31.956,2.80336814152849,34.7593681415285,29.1526318584715,,,
19.273,0.0411845501027577,19.3141845501028,19.2318154498972,20.149,0.111054635797566,20.2600546357976,20.0379453642024,24.37,1.23187095939715,25.6018709593972,23.1381290406029,31.5319999999999,2.8492632867598,34.3812632867597,28.6827367132401,,,
19.2149999999999,0.0234376689183303,19.2384376689182,19.1915623310816,19.9689999999999,0.0956723167493722,20.0646723167493,19.8733276832505,21.8699999999999,0.562579736211644,22.4325797362115,21.3074202637883,29.18,2.29535711040009,31.4753571104001,26.8846428895999,,,
19.1829999999999,0.0206382396763149,19.2036382396762,19.1623617603236,19.709,0.0654109898839435,19.7744109898839,19.6435890101161,22.36,0.918224021432327,23.2782240214323,21.4417759785677,28.8019999999999,2.1624571711405,30.9644571711404,26.6395428288594,,,
19.195,0.0232274517438617,19.2182274517439,19.1717725482561,19.7709999999999,0.0744452893143765,19.8454452893143,19.6965547106855,21.75,0.607757095284527,22.3577570952845,21.1422429047155,27.681,2.01859256784397,29.699592567844,25.662407432156,,,
19.189,0.026190932876903,19.2151909328769,19.1628090671231,19.7939999999999,0.0835017157700219,19.8775017157699,19.7104982842299,20.8299999999999,0.498696280112438,21.3286962801123,20.3313037198875,26.2389999999999,1.78861483333389,28.0276148333338,24.450385166666,,,
19.1489999999999,0.0171783030039155,19.1661783030038,19.131821696996,19.6139999999999,0.0789762068045966,19.6929762068045,19.5350237931953,20.5599999999999,0.380939826632967,20.9409398266329,20.1790601733669,25.626,1.78290517831848,27.4089051783185,23.8430948216815,,,
19.2229999999999,0.0344740403704084,19.2574740403703,19.1885259596295,19.6599999999999,0.0729501317457445,19.7329501317456,19.5870498682542,20.9199999999999,0.502454581092272,21.4224545810922,20.4175454189076,28.1529999999999,2.29420944727982,30.4472094472797,25.8587905527201,,,
19.16,0.0210438314677425,19.1810438314677,19.1389561685323,19.5069999999999,0.0452326983165619,19.5522326983165,19.4617673016833,20.41,0.406287702213217,20.8162877022132,20.0037122977868,26.1369999999999,2.029216092226,28.1662160922259,24.1077839077739,,,
19.151,0.020411163994616,19.1714111639946,19.1305888360054,19.449,0.0400874794169684,19.489087479417,19.408912520583,20.54,0.525975764698816,21.0659757646988,20.0140242353012,26.719,2.1237199027238,28.8427199027238,24.5952800972762,,,
19.134,0.0161339488130999,19.1501339488131,19.1178660511869,19.4909999999999,0.0485827055574317,19.5395827055573,19.4424172944425,20.2799999999999,0.387970633065464,20.6679706330654,19.8920293669344,24.5239999999999,1.78288420827043,26.3068842082703,22.7411157917295,,,
19.135,0.0165846329489035,19.1515846329489,19.1184153670511,19.4629999999999,0.0620199764388666,19.5250199764388,19.400980023561,19.87,0.263103083074357,20.1331030830744,19.6068969169256,25.861,2.0951719319484,27.9561719319484,23.7658280680516,,,
19.128,0.0154872804537968,19.1434872804538,19.1125127195462,19.428,0.0430193754797179,19.4710193754797,19.3849806245203,19.7599999999999,0.316904217119759,20.0769042171197,19.4430957828801,23.8029999999999,1.60849228734192,25.4114922873418,22.194507712658,,,
19.1319999999999,0.0160883446890894,19.148088344689,19.1159116553108,19.397,0.0441966553524463,19.4411966553524,19.3528033446476,19.6499999999999,0.253211693284815,19.9032116932847,19.3967883067151,24.184,1.667727633476,25.851727633476,22.516272366524,,,
