../../learning/fourrooms/res/steps/*sarsa*
1
4
3
4
1
8
5
3
2
3
2
8
3
3
4
3
1
3
2
3
4
1
2
7
1
3
1
2
1
2
1
1
2
2
7
3
3
2
1
7
3
1
3
1
1
4
2
6
3
3
2
3
2
2
1
2
2
2
4
2
1
1
2
8
1
2
1
2
2
1
3
3
4
2
2
1
2
1
3
3
1
3
1
1
4
3
3
3
1
1
8
6
3
1
2
1
2
1
3
2
