../../learning/fourrooms/res/steps/*sarsa*
75
105
105
96
90
104
100
108
102
108
76
104
108
95
105
118
100
105
114
81
96
95
111
85
96
95
114
104
88
94
87
97
87
80
85
94
105
106
98
85
95
100
97
101
90
94
90
95
71
94
94
118
92
92
75
79
106
76
94
114
87
95
104
101
110
106
85
90
90
97
93
88
96
102
84
90
92
96
93
95
80
101
100
89
75
94
78
105
110
105
101
95
78
79
79
88
79
77
100
113
