../../learning/fourrooms/res/steps/*sarsa*
532
999
999
912
213
999
999
999
999
999
999
999
999
999
999
999
305
999
751
956
912
636
999
999
488
999
433
999
577
999
519
444
999
999
999
999
999
999
281
999
999
305
999
466
188
999
999
999
999
999
999
999
800
800
532
999
999
999
999
751
302
636
999
999
182
999
619
999
999
324
759
999
912
999
999
188
800
488
759
999
451
999
357
174
879
999
999
999
182
347
999
999
999
581
999
577
999
193
999
820
