../../learning/fourrooms/res/steps/*sarsa*
33
66
38
74
72
81
72
62
49
62
53
81
62
46
66
73
19
68
83
45
74
39
48
31
39
46
68
45
49
29
56
57
26
20
31
45
68
59
53
31
46
19
70
21
60
64
39
64
60
45
29
73
36
36
33
52
59
53
64
83
20
39
45
56
66
59
56
66
66
39
48
70
74
49
36
60
36
39
48
46
41
63
40
57
25
45
49
68
66
38
56
64
54
46
52
49
52
46
62
79
