../../learning/fourrooms/res/steps/*sarsa*
32
14
13
32
44
28
30
33
29
33
12
28
33
21
14
28
19
27
9
20
32
39
25
19
14
21
21
27
30
29
23
33
26
20
19
37
27
46
6
19
21
19
36
21
7
15
23
10
3
37
29
28
17
17
32
27
46
12
15
9
15
39
27
34
27
46
39
41
41
39
23
37
32
29
30
7
17
14
23
21
29
36
24
41
25
37
31
27
27
2
34
10
40
27
27
30
27
4
36
48
