../../learning/fourrooms/res/steps/*sarsa*
7
11
9
6
1
8
5
3
12
3
3
8
3
6
11
5
1
8
2
3
6
6
3
9
1
6
1
2
2
8
3
1
2
2
9
4
8
5
1
9
6
1
3
1
1
4
7
8
3
4
8
5
2
2
7
2
5
3
4
2
1
6
2
8
1
5
3
13
13
1
7
4
6
12
2
1
2
1
7
6
1
7
1
1
4
4
3
8
1
1
8
8
3
6
2
2
2
1
3
2
